Year,Week,Age,Gender,R-value,1rst_Vac,2nd_Vac,Booster,Intensive_Care,Cases,Deaths,Incidence,Hospitalization,Lockdown-Intensity,Date
2020.0,12.0,45.99568333358129,0.5523424927142279,1.13,0.0,0.0,0.0,200.0,4048.0,48.142857142857146,22.924187725631768,1037.7142857142858,2,2020-03-20
2020.0,12.0,46.1590820594404,0.5487448123222537,1.04,0.0,0.0,0.0,308.0,3356.0,58.857142857142854,25.394705174488568,1284.5714285714287,2,2020-03-21
2020.0,12.0,46.322480785299526,0.5443137527570556,0.98,0.0,0.0,0.0,364.0,2266.0,68.0,26.9410348977136,1583.047619047619,3,2020-03-22
2020.0,12.0,46.48587951115864,0.5390493140186339,0.92,0.0,0.0,0.0,451.0,3729.0,81.71428571428571,28.979542719614923,1908.0,3,2020-03-23
2020.0,12.0,46.649278237017754,0.5329514961069883,0.9,0.0,0.0,0.0,616.0,4881.0,99.42857142857143,31.21179302045728,2259.0476190476193,3,2020-03-24
2020.0,12.0,46.812676962876864,0.5260202990221191,0.9,0.0,0.0,0.0,789.0,5676.0,121.42857142857143,33.709987966305654,2665.333333333333,3,2020-03-25
2020.0,13.0,47.24124839144829,0.5182557227640261,0.88,0.0,0.0,0.0,824.0,5902.0,150.42857142857142,35.93020457280385,3113.3333333333335,3,2020-03-26
2020.0,13.0,47.4046471173074,0.5106976226841523,0.9,0.0,0.0,0.0,905.0,5980.0,174.42857142857142,38.25511432009627,3602.095238095238,3,2020-03-27
2020.0,13.0,47.56804584316651,0.5033459987824976,0.9,0.0,0.0,0.0,1001.0,4721.0,196.28571428571428,39.89771359807461,4129.333333333334,3,2020-03-28
2020.0,13.0,47.73144456902563,0.496200851059062,0.9,0.0,0.0,0.0,1063.0,3076.0,208.71428571428572,40.872442839951866,4671.2380952380945,3,2020-03-29
2020.0,13.0,47.89484329488473,0.4892621795138456,0.92,0.0,0.0,0.0,1203.0,4117.0,228.14285714285714,41.33935018050541,5226.285714285715,3,2020-03-30
2020.0,13.0,48.058242020743855,0.4825299841468483,0.93,0.0,0.0,0.0,1550.0,6059.0,258.7142857142857,42.75691937424789,5787.809523809525,3,2020-03-31
2020.0,13.0,48.221640746602965,0.47600426495807013,0.93,0.0,0.0,0.0,1784.0,6256.0,281.42857142857144,43.454873646209386,6342.095238095238,3,2020-04-01
2020.0,14.0,48.65021217517439,0.46968502194751105,0.95,0.0,0.0,0.0,2102.0,6546.0,302.85714285714283,44.229843561973524,6846.285714285715,3,2020-04-02
2020.0,14.0,48.813610901033506,0.46394158739683417,0.93,0.0,0.0,0.0,2361.0,6194.0,321.85714285714283,44.48736462093863,7282.285714285715,3,2020-04-03
2020.0,14.0,48.97700962689262,0.4587739613060396,0.92,0.0,0.0,0.0,2471.0,4342.0,321.42857142857144,44.03128760529483,7642.666666666666,3,2020-04-04
2020.0,14.0,49.14040835275173,0.4541821436751271,0.89,0.0,0.0,0.0,2528.0,2535.0,324.0,43.380264741275575,7903.619047619048,3,2020-04-05
2020.0,14.0,49.30380707861085,0.4501661345040969,0.89,0.0,0.0,0.0,2551.0,3660.0,327.42857142857144,42.83032490974729,8085.333333333334,3,2020-04-06
2020.0,14.0,49.46720580446995,0.4467259337929489,0.87,0.0,0.0,0.0,2641.0,5189.0,321.42857142857144,41.78339350180505,8191.047619047618,3,2020-04-07
2020.0,14.0,49.63060453032907,0.443861541541683,0.85,0.0,0.0,0.0,2654.0,5275.0,316.57142857142856,40.6028880866426,8168.190476190476,3,2020-04-08
2020.0,15.0,49.77346167318621,0.44157295775029937,0.83,0.0,0.0,0.0,2714.0,4905.0,303.57142857142856,38.628158844765345,8071.142857142857,3,2020-04-09
2020.0,15.0,49.93686039904532,0.43986663454828484,0.81,0.0,0.0,0.0,2702.0,3354.0,276.57142857142856,35.210589651022865,7914.666666666666,3,2020-04-10
2020.0,15.0,50.10025912490444,0.43874257193563937,0.81,0.0,0.0,0.0,2652.0,2884.0,270.2857142857143,33.4560770156438,7652.285714285715,3,2020-04-11
2020.0,15.0,50.26365785076355,0.43820076991236295,0.79,0.0,0.0,0.0,2652.0,1864.0,267.85714285714283,32.64861612515042,7378.857142857143,3,2020-04-12
2020.0,15.0,50.42705657662266,0.43824122847845576,0.79,0.0,0.0,0.0,2719.0,1598.0,249.57142857142858,30.167268351383875,7118.7619047619055,3,2020-04-13
2020.0,15.0,50.59045530248178,0.43886394763391756,0.78,0.0,0.0,0.0,2722.0,2463.0,232.14285714285714,26.886883273164862,6799.619047619048,3,2020-04-14
2020.0,15.0,50.75385402834089,0.44006892737874853,0.76,0.0,0.0,0.0,2735.0,3323.0,216.28571428571428,24.537906137184116,6471.9047619047615,3,2020-04-15
2020.0,16.0,50.61099688548375,0.44185616771294856,0.78,0.0,0.0,0.0,2810.0,3416.0,197.0,22.746089049338146,6138.285714285715,3,2020-04-16
2020.0,16.0,50.71888485402934,0.44342343315447136,0.8,0.0,0.0,0.0,2879.0,3044.0,192.28571428571428,22.373044524669073,5798.380952380953,3,2020-04-17
2020.0,16.0,50.77126206526141,0.4447707237033168,0.81,0.0,0.0,0.0,2928.0,2106.0,181.14285714285714,21.43682310469314,5545.52380952381,3,2020-04-18
2020.0,16.0,50.768128519179974,0.44589803935948497,0.84,0.0,0.0,0.0,2870.0,1375.0,174.28571428571428,20.84837545126354,5299.523809523809,3,2020-04-19
2020.0,16.0,50.70948421578502,0.4468053801229758,0.84,0.0,0.0,0.0,2900.0,1710.0,172.42857142857142,20.983152827918172,5042.666666666667,3,2020-04-20
2020.0,16.0,50.59532915507653,0.44749274599378946,0.82,0.0,0.0,0.0,2855.0,2183.0,161.14285714285714,20.646209386281587,4863.904761904762,3,2020-04-21
2020.0,16.0,50.42566333705453,0.4479601369719258,0.83,0.0,0.0,0.0,2739.0,2488.0,146.14285714285714,19.641395908543924,4707.809523809524,3,2020-04-22
2020.0,17.0,50.28280619419739,0.44820755305738486,0.81,0.0,0.0,0.0,2720.0,2089.0,135.57142857142858,18.044524669073404,4541.714285714285,3,2020-04-23
2020.0,17.0,50.057629618861874,0.4490187654663645,0.81,0.0,0.0,0.0,2644.0,1903.0,122.57142857142857,16.67148014440433,4365.904761904762,3,2020-04-24
2020.0,17.0,49.83245304352636,0.4503937741988647,0.83,0.0,0.0,0.0,2538.0,1272.0,116.42857142857143,15.667870036101084,4153.142857142857,3,2020-04-25
2020.0,17.0,49.60727646819084,0.4523325792548855,0.82,0.0,0.0,0.0,2524.0,703.0,103.71428571428571,14.859205776173285,3940.7619047619046,3,2020-04-26
2020.0,17.0,49.38209989285532,0.4548351806344269,0.82,0.0,0.0,0.0,2466.0,1117.0,93.0,14.14560770156438,3722.4761904761904,3,2020-04-27
2020.0,17.0,49.156923317519805,0.45790157833748896,0.81,0.0,0.0,0.0,2391.0,1460.0,85.0,13.275571600481348,3463.2380952380954,3,2020-04-28
2020.0,17.0,48.931746742184295,0.46153177236407145,0.81,0.0,0.0,0.0,2310.0,1430.0,75.28571428571429,12.002406738868833,3219.619047619048,3,2020-04-29
2020.0,18.0,48.64603245647,0.46572576271417454,0.81,0.0,0.0,0.0,2235.0,1457.0,68.71428571428571,11.24187725631769,2985.714285714286,3,2020-04-30
2020.0,18.0,48.42085588113449,0.46936523868009544,0.82,0.0,0.0,0.0,2118.0,919.0,63.57142857142857,10.057761732851986,2791.4285714285716,3,2020-05-01
2020.0,18.0,48.195679305798976,0.47245020026183376,0.85,0.0,0.0,0.0,2046.0,620.0,57.285714285714285,9.273164861612514,2602.8571428571427,3,2020-05-02
2020.0,18.0,47.97050273046345,0.47498064745938995,0.86,0.0,0.0,0.0,2011.0,424.0,55.285714285714285,8.937424789410349,2416.0,3,2020-05-03
2020.0,18.0,47.74532615512794,0.47695658027276366,0.89,0.0,0.0,0.0,1976.0,729.0,50.42857142857143,8.4705174488568,2248.761904761905,3,2020-05-04
2020.0,18.0,47.52014957979242,0.47837799870195513,0.9,0.0,0.0,0.0,1903.0,1089.0,45.0,8.024067388688326,2102.285714285714,3,2020-05-05
2020.0,18.0,47.2949730044569,0.4792449027469643,0.89,0.0,0.0,0.0,1820.0,1221.0,42.42857142857143,7.772563176895307,1954.857142857143,1,2020-05-06
2020.0,19.0,47.15211586159976,0.47955729240779105,0.9,0.0,0.0,0.0,1763.0,1198.0,39.285714285714285,7.460890493381468,1839.8095238095236,1,2020-05-07
2020.0,19.0,46.92693928626424,0.4801393991908078,0.89,0.0,0.0,0.0,1659.0,979.0,38.857142857142854,7.53309265944645,1723.8095238095236,1,2020-05-08
2020.0,19.0,46.701762710928726,0.4809912230960144,0.87,0.0,0.0,0.0,1594.0,678.0,37.0,7.602888086642599,1642.0952380952383,1,2020-05-09
2020.0,19.0,46.47658613559321,0.48211276412341103,0.87,0.0,0.0,0.0,1603.0,341.0,36.714285714285715,7.503008423586041,1581.7142857142858,1,2020-05-10
2020.0,19.0,46.25140956025769,0.4835040222729976,0.85,0.0,0.0,0.0,1587.0,685.0,34.57142857142857,7.450060168471721,1528.3809523809523,1,2020-05-11
2020.0,19.0,46.026232984922174,0.4851649975447741,0.85,0.0,0.0,0.0,1496.0,854.0,32.714285714285715,7.167268351383875,1485.9047619047617,1,2020-05-12
2020.0,19.0,45.80105640958666,0.48709568993874053,0.85,0.0,0.0,0.0,1384.0,909.0,30.857142857142858,6.791817087845969,1450.095238095238,1,2020-05-13
2020.0,20.0,45.51534212387237,0.48929609945489705,0.89,0.0,0.0,0.0,1316.0,808.0,26.714285714285715,6.3225030084235865,1403.4285714285713,1,2020-05-14
2020.0,20.0,45.290165548536855,0.49131425333084905,0.92,0.0,0.0,0.0,1232.0,727.0,24.714285714285715,6.0192539109506615,1353.7142857142858,1,2020-05-15
2020.0,20.0,45.064988973201345,0.49315015156659664,0.93,0.0,0.0,0.0,1173.0,459.0,24.285714285714285,5.755716004813478,1296.3809523809523,1,2020-05-16
2020.0,20.0,44.83981239786583,0.4948037941621399,0.96,0.0,0.0,0.0,1125.0,316.0,23.428571428571427,5.725631768953068,1236.7619047619046,1,2020-05-17
2020.0,20.0,44.6146358225303,0.49627518111747865,0.92,0.0,0.0,0.0,1122.0,542.0,23.0,5.5535499398315284,1175.8095238095236,1,2020-05-18
2020.0,20.0,44.38945924719479,0.49756431243261307,0.92,0.0,0.0,0.0,1087.0,728.0,22.285714285714285,5.401925391095066,1103.2380952380952,1,2020-05-19
2020.0,20.0,44.16428267185927,0.49867118810754313,0.91,0.0,0.0,0.0,1019.0,828.0,21.714285714285715,5.304452466907341,1036.0,1,2020-05-20
2020.0,21.0,44.02142552900212,0.4995958081422686,0.85,0.0,0.0,0.0,999.0,419.0,19.857142857142858,4.836341756919374,980.0,1,2020-05-21
2020.0,21.0,43.802305804220794,0.5006499683502875,0.83,0.0,0.0,0.0,971.0,525.0,17.714285714285715,4.593261131167268,926.4761904761905,1,2020-05-22
2020.0,21.0,43.58924292999363,0.5018336687315997,0.82,0.0,0.0,0.0,928.0,337.0,16.428571428571427,4.4464500601684716,873.3333333333334,1,2020-05-23
2020.0,21.0,43.38223690632065,0.5031469092862052,0.81,0.0,0.0,0.0,896.0,218.0,16.0,4.328519855595668,823.8095238095237,1,2020-05-24
2020.0,21.0,43.18128773320185,0.5045896900141039,0.87,0.0,0.0,0.0,883.0,412.0,14.571428571428571,4.172081829121541,776.5714285714286,1,2020-05-25
2020.0,21.0,42.986395410637215,0.506162010915296,0.89,0.0,0.0,0.0,810.0,617.0,12.857142857142858,4.038507821901324,745.7142857142857,1,2020-05-26
2020.0,21.0,42.797559938626776,0.5078638719897812,0.91,0.0,0.0,0.0,749.0,648.0,11.285714285714286,3.8219013237063777,715.4285714285714,1,2020-05-27
2020.0,22.0,42.511845652912484,0.5096952732375598,0.94,0.0,0.0,0.0,723.0,530.0,11.571428571428571,3.9554753309265944,683.6190476190476,1,2020-05-28
2020.0,22.0,42.32906703145621,0.5110594459914347,0.92,0.0,0.0,0.0,722.0,445.0,10.428571428571429,3.8592057761732854,668.5714285714286,1,2020-05-29
2020.0,22.0,42.14628840999995,0.511956390251406,0.92,0.0,0.0,0.0,711.0,374.0,9.428571428571429,3.9037304452466906,652.7619047619047,1,2020-05-30
2020.0,22.0,41.963509788543675,0.5123861060174737,0.87,0.0,0.0,0.0,697.0,179.0,9.142857142857142,3.8567990373044525,637.1428571428571,1,2020-05-31
2020.0,22.0,41.78073116708741,0.5123485932896377,0.89,0.0,0.0,0.0,696.0,137.0,8.0,3.525872442839952,619.8095238095239,1,2020-06-01
2020.0,22.0,41.59795254563114,0.511843852067898,0.89,0.0,0.0,0.0,691.0,304.0,7.0,3.1492178098676296,590.4761904761905,1,2020-06-02
2020.0,22.0,41.41517392417487,0.5108718823522546,0.91,0.0,0.0,0.0,631.0,496.0,6.857142857142857,2.966305655836342,561.7142857142857,1,2020-06-03
2020.0,23.0,40.98660249560344,0.5094326841427075,0.95,0.0,0.0,0.0,595.0,528.0,6.571428571428571,2.963898916967509,540.0,1,2020-06-04
2020.0,23.0,40.80382387414717,0.5087732171821462,0.96,0.0,0.0,0.0,584.0,437.0,6.142857142857143,2.954271961492178,509.33333333333337,1,2020-06-05
2020.0,23.0,40.621045252690905,0.5088934814705705,0.96,0.0,0.0,0.0,561.0,285.0,6.285714285714286,2.8471720818291217,483.42857142857144,1,2020-06-06
2020.0,23.0,40.43826663123463,0.5097934770079803,1.01,0.0,0.0,0.0,566.0,164.0,6.428571428571429,2.829121540312876,458.85714285714283,1,2020-06-07
2020.0,23.0,40.25548800977837,0.5114732037943758,1.03,0.0,0.0,0.0,543.0,295.0,6.142857142857143,3.019253910950662,436.952380952381,1,2020-06-08
2020.0,23.0,40.072709388322096,0.5139326618297569,1.04,0.0,0.0,0.0,516.0,425.0,5.142857142857143,3.164861612515042,426.2857142857143,1,2020-06-09
2020.0,23.0,39.889930766865824,0.5171718511141237,1.06,0.0,0.0,0.0,483.0,518.0,5.0,3.191335740072202,419.047619047619,1,2020-06-10
2020.0,24.0,39.60421648115154,0.5211907716474761,1.05,0.0,0.0,0.0,452.0,281.0,4.142857142857143,2.89410348977136,407.80952380952385,1,2020-06-11
2020.0,24.0,39.421437859695274,0.5257695264775127,1.07,0.0,0.0,0.0,450.0,352.0,5.0,2.7918170878459687,397.7142857142857,1,2020-06-12
2020.0,24.0,39.238659238239,0.5309081156042336,1.11,0.0,0.0,0.0,441.0,299.0,4.428571428571429,2.808664259927798,392.1904761904762,1,2020-06-13
2020.0,24.0,39.05588061678274,0.5366065390276387,1.19,0.0,0.0,0.0,438.0,172.0,4.714285714285714,2.8182912154031285,385.9047619047619,1,2020-06-14
2020.0,24.0,38.873101995326465,0.5428647967477279,1.43,0.0,0.0,0.0,434.0,259.0,4.857142857142857,2.7749699157641396,382.66666666666663,1,2020-06-15
2020.0,24.0,38.69032337387019,0.5496828887645016,1.48,0.0,0.0,0.0,421.0,518.0,6.285714285714286,2.8868832731648615,379.4285714285715,1,2020-06-16
2020.0,24.0,38.50754475241393,0.5570608150779593,1.47,0.0,0.0,0.0,407.0,862.0,5.857142857142857,3.3008423586040916,382.2857142857143,1,2020-06-17
2020.0,25.0,38.36468760955678,0.5649985756881014,1.42,0.0,0.0,0.0,394.0,763.0,6.142857142857143,3.88086642599278,386.66666666666663,1,2020-06-18
2020.0,25.0,38.18190898810052,0.5709905377579757,1.19,0.0,0.0,0.0,374.0,997.0,5.857142857142857,4.657039711191335,397.7142857142857,1,2020-06-19
2020.0,25.0,37.99913036664424,0.5750367012875824,1.13,0.0,0.0,0.0,359.0,569.0,6.285714285714286,4.981949458483754,406.4761904761905,1,2020-06-20
2020.0,25.0,37.816351745187966,0.5771370662769215,1.04,0.0,0.0,0.0,350.0,222.0,5.857142857142857,5.042117930204573,417.5238095238095,1,2020-06-21
2020.0,25.0,37.6335731237317,0.577291632725993,0.83,0.0,0.0,0.0,363.0,443.0,5.428571428571429,5.263537906137184,424.0,1,2020-06-22
2020.0,25.0,37.45079450227543,0.5755004006347969,0.76,0.0,0.0,0.0,358.0,541.0,4.857142857142857,5.291215403128761,430.2857142857143,1,2020-06-23
2020.0,25.0,37.26801588081916,0.5717633700033332,0.73,0.0,0.0,0.0,353.0,506.0,4.142857142857143,4.862815884476534,431.2380952380953,1,2020-06-24
2020.0,26.0,37.4108730236763,0.5660805408316018,0.73,0.0,0.0,0.0,358.0,565.0,4.428571428571429,4.624548736462094,434.2857142857143,1,2020-06-25
2020.0,26.0,37.22809440222004,0.5606155333535437,0.83,0.0,0.0,0.0,359.0,574.0,4.142857142857143,4.115523465703971,434.7619047619047,1,2020-06-26
2020.0,26.0,37.045315780763765,0.555368347569159,0.87,0.0,0.0,0.0,343.0,325.0,3.857142857142857,3.8219013237063777,433.7142857142857,1,2020-06-27
2020.0,26.0,36.8625371593075,0.5503389834784478,0.89,0.0,0.0,0.0,335.0,201.0,3.4285714285714284,3.796630565583634,429.047619047619,1,2020-06-28
2020.0,26.0,36.67975853785123,0.5455274410814098,0.93,0.0,0.0,0.0,329.0,415.0,3.857142857142857,3.762936221419976,423.8095238095238,1,2020-06-29
2020.0,26.0,36.496979916394956,0.5409337203780453,0.95,0.0,0.0,0.0,333.0,457.0,3.0,3.661853188929001,419.14285714285717,1,2020-06-30
2020.0,26.0,36.31420129493869,0.5365578213683542,0.94,0.0,0.0,0.0,324.0,482.0,3.4285714285714284,3.6329723225030084,413.3333333333333,1,2020-07-01
2020.0,27.0,36.171344152081545,0.5323997440523364,0.93,0.0,0.0,0.0,325.0,472.0,3.2857142857142856,3.5210589651022866,405.047619047619,1,2020-07-02
2020.0,27.0,36.00590598385553,0.5296190888627408,0.9,0.0,0.0,0.0,314.0,426.0,3.142857142857143,3.3429602888086642,394.2857142857143,1,2020-07-03
2020.0,27.0,35.85780826885975,0.5282158557995675,0.92,0.0,0.0,0.0,320.0,292.0,3.142857142857143,3.303249097472924,383.5238095238095,1,2020-07-04
2020.0,27.0,35.727051007094225,0.5281900448628166,0.92,0.0,0.0,0.0,299.0,142.0,3.7142857142857144,3.2322503008423586,374.85714285714283,1,2020-07-05
2020.0,27.0,35.61363419855894,0.5295416560524877,0.93,0.0,0.0,0.0,305.0,324.0,4.0,3.1227436823104693,368.4761904761905,1,2020-07-06
2020.0,27.0,35.517557843253904,0.5322706893685812,0.93,0.0,0.0,0.0,292.0,391.0,4.428571428571429,3.0433212996389893,359.2380952380953,1,2020-07-07
2020.0,27.0,35.438821941179114,0.5363771448110969,0.95,0.0,0.0,0.0,287.0,450.0,4.571428571428571,3.0048134777376654,351.7142857142857,1,2020-07-08
2020.0,28.0,35.438821941179114,0.5418610223800349,1.01,0.0,0.0,0.0,272.0,425.0,4.714285714285714,2.948255114320096,349.3333333333333,1,2020-07-09
2020.0,28.0,35.37742649233458,0.5458682879449198,1.07,0.0,0.0,0.0,276.0,425.0,4.285714285714286,2.94705174488568,347.42857142857144,1,2020-07-10
2020.0,28.0,35.316031043490035,0.5483989415057517,1.12,0.0,0.0,0.0,253.0,276.0,4.0,2.927797833935018,344.57142857142856,1,2020-07-11
2020.0,28.0,35.2546355946455,0.5494529830625308,1.17,0.0,0.0,0.0,254.0,129.0,3.5714285714285716,2.912154031287605,343.42857142857144,1,2020-07-12
2020.0,28.0,35.19324014580095,0.5490304126152569,1.19,0.0,0.0,0.0,263.0,326.0,3.4285714285714284,2.914560770156438,342.2857142857143,1,2020-07-13
2020.0,28.0,35.13184469695641,0.5471312301639298,1.23,0.0,0.0,0.0,256.0,465.0,3.142857142857143,3.003610108303249,343.23809523809524,1,2020-07-14
2020.0,28.0,35.07044924811187,0.5437554357085499,1.23,0.0,0.0,0.0,246.0,540.0,3.142857142857143,3.111913357400722,345.33333333333337,1,2020-07-15
2020.0,29.0,35.07044924811187,0.5389030292491169,1.19,0.0,0.0,0.0,251.0,553.0,3.4285714285714284,3.2659446450060168,346.09523809523813,1,2020-07-16
2020.0,29.0,35.009053799267335,0.5347184891568392,1.17,0.0,0.0,0.0,246.0,522.0,3.857142857142857,3.3826714801444044,351.8095238095238,1,2020-07-17
2020.0,29.0,34.94765835042279,0.5312018154317167,1.14,0.0,0.0,0.0,246.0,440.0,3.857142857142857,3.5800240673886883,362.6666666666667,1,2020-07-18
2020.0,29.0,34.88626290157825,0.5283530080737492,1.16,0.0,0.0,0.0,249.0,179.0,4.285714285714286,3.6401925391095067,372.9523809523809,1,2020-07-19
2020.0,29.0,34.82486745273371,0.5261720670829371,1.17,0.0,0.0,0.0,245.0,453.0,4.142857142857143,3.793020457280385,385.14285714285717,1,2020-07-20
2020.0,29.0,34.76347200388917,0.52465899245928,1.19,0.0,0.0,0.0,251.0,522.0,4.428571428571429,3.861612515042118,398.4761904761905,1,2020-07-21
2020.0,29.0,34.702076555044634,0.5238137842027782,1.2,0.0,0.0,0.0,248.0,699.0,4.857142857142857,4.05294825511432,413.7142857142857,1,2020-07-22
2020.0,30.0,34.702076555044634,0.5236364423134316,1.19,0.0,0.0,0.0,234.0,694.0,4.285714285714286,4.222623345367028,427.047619047619,1,2020-07-23
2020.0,30.0,34.63235967943058,0.523040420535818,1.17,0.0,0.0,0.0,235.0,805.0,4.857142857142857,4.563176895306859,434.66666666666663,1,2020-07-24
2020.0,30.0,34.55432137704701,0.5220257188699373,1.14,0.0,0.0,0.0,247.0,542.0,5.285714285714286,4.6859205776173285,439.6190476190476,1,2020-07-25
2020.0,30.0,34.46796164789394,0.5205923373157895,1.12,0.0,0.0,0.0,265.0,211.0,4.714285714285714,4.7244283995186525,446.2857142857143,1,2020-07-26
2020.0,30.0,34.373280491971336,0.5187402758733745,1.09,0.0,0.0,0.0,257.0,527.0,5.142857142857143,4.813477737665464,448.9523809523809,1,2020-07-27
2020.0,30.0,34.27027790927924,0.5164695345426925,1.06,0.0,0.0,0.0,253.0,755.0,5.285714285714286,5.093862815884476,451.42857142857144,1,2020-07-28
2020.0,30.0,34.15895389981761,0.5137801133237433,1.06,0.0,0.0,0.0,255.0,910.0,4.714285714285714,5.34777376654633,452.57142857142856,1,2020-07-29
2020.0,31.0,34.15895389981761,0.5106720122165271,1.05,0.0,0.0,0.0,260.0,860.0,5.0,5.547533092659447,455.80952380952385,1,2020-07-30
2020.0,31.0,34.03930846358649,0.5087396535543726,1.08,0.0,0.0,0.0,259.0,914.0,5.428571428571429,5.67870036101083,463.42857142857144,1,2020-07-31
